ID,MWS,Group,Database,Layer,Name,Provider,Level,Geocode,Type,Description,Download,geojson,Year,Title,Abstract,Data Type,Keywords,Geographic Extent,Scale,Temporal Coverage,Publication Date,Version,Data Provider,Contact Name,Email Address,Phone Number,Address,Data Source,Accuracy,Limitations,Resolution,Coordinate System,Datum,Vertical Datum,Access Constraints,Use Constraints,Data Format,File Size,Download Link,Process Steps,Metadata Creator,Metadata Date,Metadata Standard,Related Publications,Supplementary Info
45,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Feb,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_2.png,,Monthly rainfall - February,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
46,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Mar,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_3.png,,Monthly rainfall - March,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
47,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Apr,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_4.png,,Monthly rainfall - April,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
48,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - May,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_5.png,,Monthly rainfall - May,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
49,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Jun,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_6.png,,Monthly rainfall - June,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
50,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Jul,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_7.png,,Monthly rainfall - July,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
51,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Aug,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_8.png,,Monthly rainfall - August,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
52,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Sep,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_9.png,,Monthly rainfall - September,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
53,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Oct,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_10.png,,Monthly rainfall - October,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
54,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Nov,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_11.png,,Monthly rainfall - Novermber,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
55,UMW,Environmental Indicators,Rainfall,Monthly Rainfall - Dec,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_12.png,,Monthly rainfall - December,Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed,Raster,"Monthly Rainfall, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
56,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Jan,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_1.png,,Monthly Temperature Max - January,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
57,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Feb,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_2.png,,Monthly Temperature Max - February,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
58,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Mar,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_3.png,,Monthly Temperature Max- March,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
59,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Apr,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_4.png,,Monthly Temperature Max - April,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
60,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- May,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_5.png,,Monthly Temperature Max - May,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
61,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Jun,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_6.png,,Monthly Temperature Max - June,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
62,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Jul,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_7.png,,Monthly Temperature Max - July,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
63,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Aug,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_8.png,,Monthly Temperature Max - August,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
64,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Sep,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_9.png,,Monthly Temperature Max - September,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
65,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Oct,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_10.png,,Monthly Temperature Max - October,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
66,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Nov,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_11.png,,Monthly Temperature Max - Novermber,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
67,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Dec,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_12.png,,Monthly Temperature Max - December,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
68,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Jan,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_1.png,,Monthly Temperature Min - January,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
69,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Feb,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_2.png,,Monthly Temperature Min - February,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
70,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Mar,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_3.png,,Monthly Temperature Min - March,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
71,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Apr,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_4.png,,Monthly Temperature Min - April,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
72,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- May,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_5.png,,Monthly Temperature Min - May,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
73,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Jun,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_6.png,,Monthly Temperature Min - June,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
74,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Jul,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_7.png,,Monthly Temperature Min - July,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
75,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Aug,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_8.png,,Monthly Temperature Min - August,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
76,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Sep,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_9.png,,Monthly Temperature Min - September,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
77,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Oct,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_10.png,,Monthly Temperature Min - October,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
78,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Nov,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_11.png,,Monthly Temperature Min - Novermber,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
79,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Dec,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_12.png,,Monthly Temperature Min - December,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
80,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Jan,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/EP_1.png,,Monthly evaporation - Jan,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
81,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Feb,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/EP_2.png,,Monthly evaporation - Feb,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
82,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Mar,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/EP_3.png,,Monthly evaporation - Mar,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
83,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Apr,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/EP_4.png,,Monthly evaporation - Apr,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
84,UMW,Environmental Indicators,Evoporation,Monthly evoporation - May,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/EP_5.png,,Monthly evaporation - May,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
85,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Jun,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/EP_6.png,,Monthly evaporation - Jun,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
86,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Jul,,IWMI-IWWRMP,Derive,Yes,Raster,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/EP_7.png,,Monthly evaporation - Jul,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
