ID,MWS,Group,Database,Layer,Name,Provider,Level,Geocode,Type,Description,Download,geojson,Year,Title,Abstract,Data Type,Keywords,Geographic Extent,Scale,Temporal Coverage,Publication Date,Version,Data Provider,Contact Name,Email Address,Phone Number,Address,Data Source,Accuracy,Limitations,Resolution,Coordinate System,Datum,Vertical Datum,Access Constraints,Use Constraints,Data Format,File Size,Download Link,Process Steps,Metadata Creator,Metadata Date,Metadata Standard,Related Publications,Supplementary Info
56,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Jan,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - January,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
57,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Feb,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - February,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
58,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Mar,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max- March,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
59,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Apr,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - April,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
60,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- May,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - May,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
61,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Jun,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - June,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
62,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Jul,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - July,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
63,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Aug,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - August,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
64,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Sep,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - September,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
65,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Oct,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - October,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
66,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Nov,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - Novermber,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
67,UMW,Environmental Indicators,Temporature - Max,Monthly  Temporature - Max- Dec,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Max - December,Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
68,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Jan,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - January,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
69,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Feb,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - February,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
70,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Mar,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - March,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
71,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Apr,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - April,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
72,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- May,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - May,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
73,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Jun,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - June,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
74,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Jul,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - July,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
75,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Aug,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - August,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
76,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Sep,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - September,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
77,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Oct,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - October,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
78,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Nov,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - Novermber,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
79,UMW,Environmental Indicators,Temporature - Min,Monthly  Temporature - Min- Dec,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly Temperature Min - December,Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed,Raster,"Monthly temperature variation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
80,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Jan,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Jan,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
81,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Feb,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Feb,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
82,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Mar,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Mar,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
83,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Apr,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Apr,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
84,UMW,Environmental Indicators,Evoporation,Monthly evoporation - May,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - May,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
85,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Jun,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Jun,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
86,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Jul,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Jul,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
87,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Aug,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Aug,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
88,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Sep,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Sep,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
89,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Oct,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Oct,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
90,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Nov,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Nov,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
91,UMW,Environmental Indicators,Evoporation,Monthly evoporation - Dec,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly evaporation - Dec,Dataset represents evaporation data within the Upper Mahaweli Watershed,Raster,"Monthly evaporation, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
92,UMW,Environmental Indicators,NDVI,Monthly NDVI - Jan,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - January,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
93,UMW,Environmental Indicators,NDVI,Monthly NDVI - Feb,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - February,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
94,UMW,Environmental Indicators,NDVI,Monthly NDVI - Mar,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - March,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
95,UMW,Environmental Indicators,NDVI,Monthly NDVI - Apr,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - April,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
96,UMW,Environmental Indicators,NDVI,Monthly NDVI - May,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - May,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
97,UMW,Environmental Indicators,NDVI,Monthly NDVI - Jun,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - June,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
98,UMW,Environmental Indicators,NDVI,Monthly NDVI - Jul,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - July,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
99,UMW,Environmental Indicators,NDVI,Monthly NDVI - Aug,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - August,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
100,UMW,Environmental Indicators,NDVI,Monthly NDVI - Sep,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - September,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
101,UMW,Environmental Indicators,NDVI,Monthly NDVI - Oct,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - October,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
102,UMW,Environmental Indicators,NDVI,Monthly NDVI - Nov,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - November,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
103,UMW,Environmental Indicators,NDVI,Monthly NDVI - Dec,,IWMI-IWWRMP,Derive,Yes,Raster,,,,,Monthly NDVI - December,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Raster,"Monthly NDVI, Sri Lanka","North: 552444.783520 m, South: 474066.163889 m , East: 527406.707348 m, West: 464934.673482 m",,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,PNG,,,,,,,,
104,MWS-007-1,Proposal,Soil and Water Conservation,Key activities proposed for soil and water conservation in MWS,,IWMI-IWWRMP,Field,No,Text,,,,,Key activities proposed for soil and water conservation in MWS,Dataset represents Key activities proposed for soil and water conservation in MWS,Text,"Proposed activities, Sri Lanka",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
105,MWS-007-1,Proposal,Soil and Water Conservation,Details of Reported landslides in MWS,,IWMI-IWWRMP,Field,No,Text,,,,,Details of Reported landslides in MWS,Dataset represents NDVI scale values for the Upper Mahaweli Watershed,Text,"Past landslides, Sri Lanka",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
106,MWS-007-1,Proposal,Minor Tanks Restoration,Details of minor tanks available in MWS,,IWMI-IWWRMP,Field,No,Text,,,,,Details of minor tanks available in MWS,Dataset represents Details of minor tanks available in MWS,Text,"Minor tanks, Sri Lanka",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
107,MWS-007-1,Proposal,Minor Tanks Restoration,Salient details of tanks in MWS,,IWMI-IWWRMP,Field,No,Text,,,,,Salient details of tanks in MWS,Dataset represents Salient details of tanks in MWS,Text,"Tanks, Sri Lanka",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
108,MWS-007-1,Proposal,Minor Tanks Restoration,Provisional cost estimate of Hanthana Wewa restoration,,IWMI-IWWRMP,Field,No,Text,,,,,Provisional cost estimate of Hanthana Wewa restoration,Dataset represents Provisional cost estimate of Hanthana Wewa restoration,Text,"Cost estimates, Hanthana weva, restoration, Sri Lanka",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
